,Team,Prize,NumTournaments,Year
193,Made in Thailand,"$87,032.95",41 Tournaments,2020
194,Misfits,"$86,106.90",9 Tournaments,2020
195,Welcome to South Georgo,"$85,800.00",5 Tournaments,2020
196,Isurus Gaming,"$85,782.08",15 Tournaments,2020
197,SMPR Esports,"$85,363.16",12 Tournaments,2020
198,ESPADA,"$85,012.50",16 Tournaments,2020
199,Atlanta Reign,"$85,000.00",3 Tournaments,2020
200,Los Angeles Gladiators,"$85,000.00",3 Tournaments,2020
201,Schalke 04 Esports,"$84,210.25",6 Tournaments,2020
202,World Game Star (WGS),"$84,012.50",2 Tournaments,2020
203,VRS Coanda Simsport,"$83,700.00",4 Tournaments,2020
204,Winstrike Team,"$83,582.75",20 Tournaments,2020
205,Ghost Gaming,"$82,961.02",22 Tournaments,2020
206,Vatang,"$82,900.00",3 Tournaments,2020
207,Cooler Esport,"$82,760.00",8 Tournaments,2020
208,K1CK,"$81,808.83",6 Tournaments,2020
209,Charlotte Phoenix,"$81,550.00",9 Tournaments,2020
210,Zenith E-Sports,"$79,548.75",7 Tournaments,2020
211,sAw,"$79,153.84",16 Tournaments,2020
212,CDEC Gaming,"$78,742.72",8 Tournaments,2020
213,Rogue Warriors,"$78,502.20",13 Tournaments,2020
214,FAV gaming,"$78,437.84",8 Tournaments,2020
215,HellRaisers,"$78,385.08",16 Tournaments,2020
216,Aftermath,"$77,659.65",41 Tournaments,2020
217,Mindfreak,"$76,917.73",20 Tournaments,2020
218,Brave Star Gaming,"$75,108.41",83 Tournaments,2020
219,FDA Hublot Esports Team,"$75,000.00",1 Tournament,2020
220,Copenhagen Flames,"$74,708.59",13 Tournaments,2020
221,RunAway,"$74,687.25",6 Tournaments,2020
222,Alter Ego,"$74,377.00",4 Tournaments,2020
223,ONE Team,"$73,704.00",2 Tournaments,2020
224,Williams Esports,"$72,341.84",10 Tournaments,2020
225,Bazaar Gaming,"$71,652.28",2 Tournaments,2020
226,KOVA Esports,"$70,871.89",11 Tournaments,2020
227,Six Two Eight,"$69,870.60",2 Tournaments,2020
228,Luminosity Gaming,"$69,716.68",29 Tournaments,2020
229,Third Impact,"$67,817.50",14 Tournaments,2020
230,Tundra Esports,"$67,580.63",7 Tournaments,2020
231,Osh-Tekk Warriors,"$67,455.41",3 Tournaments,2020
232,Hero JiuJing,"$66,810.63",1 Tournament,2020
233,Team Weibo,"$66,810.63",1 Tournament,2020
234,Hive,"$66,500.00",8 Tournaments,2020
235,mudgolems,"$66,500.00",5 Tournaments,2020
236,GHIBLI Esports,"$66,035.62",6 Tournaments,2020
237,REJECT,"$65,463.99",9 Tournaments,2020
238,Team Queso,"$65,039.89",17 Tournaments,2020
239,Team Atlantis,"$64,600.00",9 Tournaments,2020
240,GAM Esports,"$63,869.76",3 Tournaments,2020
241,Obey Alliance,"$63,325.00",10 Tournaments,2020
242,Wave Esports,"$63,092.61",27 Tournaments,2020
243,Optimal Ambition,"$62,333.34",3 Tournaments,2020
244,Xavier Esports,"$61,891.10",11 Tournaments,2020
245,Cringe Society,"$61,785.82",16 Tournaments,2020
246,AURA Esports,"$60,986.00",5 Tournaments,2020
247,Parallax Gaming,"$60,666.00",6 Tournaments,2020
248,Infamous,"$60,045.00",16 Tournaments,2020
249,Nigma Galaxy,"$59,025.12",22 Tournaments,2020
250,MS Chonburi,"$57,609.40",13 Tournaments,2020
251,SINNERS Esports,"$57,305.36",9 Tournaments,2020
252,Wisła Kraków,"$57,168.21",5 Tournaments,2020
253,CERBERUS Esports,"$56,877.50",13 Tournaments,2020
254,Element Mystic,"$56,741.25",5 Tournaments,2020
255,True Neutral,"$56,700.00",12 Tournaments,2020
256,McLaren Shadow,"$56,250.00",1 Tournament,2020
257,Illuminar Gaming,"$56,239.29",10 Tournaments,2020
258,ORDER,"$55,973.75",13 Tournaments,2020
259,PENTA Sports,"$55,633.94",13 Tournaments,2020
260,Estral Esports,"$55,250.00",9 Tournaments,2020
261,Darkest MuZhan,"$55,000.00",3 Tournaments,2020
262,Trelleborg Team,"$54,322.77",6 Tournaments,2020
263,Built By Gamers,"$54,033.32",11 Tournaments,2020
264,EXO Clan,"$53,737.06",26 Tournaments,2020
265,Panda Global,"$53,526.43",25 Tournaments,2020
266,Avant Gaming,"$53,275.44",12 Tournaments,2020
267,Wolves Esports,"$52,774.09",10 Tournaments,2020
268,Kansas City Pioneers,"$51,750.00",12 Tournaments,2020
269,O2 Blast,"$51,475.00",3 Tournaments,2020
270,Neon Esports,"$51,399.50",10 Tournaments,2020
271,4 Zoomers,"$51,000.00",10 Tournaments,2020
272,ahq e-Sports Club,"$50,622.92",8 Tournaments,2020
273,NASR eSports,"$50,248.16",10 Tournaments,2020
274,Legacy eSports,"$49,479.18",18 Tournaments,2020
275,Team Unique,"$49,345.84",17 Tournaments,2020
276,eleVen Original,"$48,950.00",5 Tournaments,2020
277,Myztro Gaming,"$48,875.00",4 Tournaments,2020
278,Crazy Raccoon,"$48,563.00",15 Tournaments,2020
279,303 Esports,"$47,738.75",14 Tournaments,2020
280,BOX Gaming,"$47,650.00",4 Tournaments,2020
281,Ni Chang Dance,"$47,500.00",2 Tournaments,2020
282,ROX Gaming,"$47,322.88",17 Tournaments,2020
283,Flag Gaming,"$47,281.25",3 Tournaments,2020
284,Golden Guardians,"$47,042.90",6 Tournaments,2020
285,ELL,"$46,868.20",2 Tournaments,2020
286,Sunsister,"$46,841.11",15 Tournaments,2020
287,Aerowolf,"$46,280.00",3 Tournaments,2020
288,paiN Gaming,"$46,111.29",15 Tournaments,2020
289,Veloce Esports,"$45,394.42",7 Tournaments,2020
290,Rainbow7,"$44,929.99",3 Tournaments,2020
291,Petrichor Road,"$44,915.60",3 Tournaments,2020
292,Guild Esports,"$43,958.71",14 Tournaments,2020
293,Team SMG,"$43,711.55",7 Tournaments,2020
294,The Peeps,"$43,250.00",13 Tournaments,2020
295,Global Esports Xsset,"$43,044.38",7 Tournaments,2020
296,Danawa e-sports,"$42,987.62",3 Tournaments,2020
297,Mirage,"$42,450.00",5 Tournaments,2020
298,SJ Gaming,"$42,233.20",8 Tournaments,2020
299,Noble eSports,"$41,453.24",13 Tournaments,2020
300,NewHappy,"$40,030.20",4 Tournaments,2020
301,SKADE,"$39,818.60",13 Tournaments,2020
302,Lilmix,"$39,361.89",10 Tournaments,2020
303,Yeah Gaming,"$39,125.00",15 Tournaments,2020
304,Altiora,"$38,800.00",3 Tournaments,2020
305,Radiance,"$38,375.00",10 Tournaments,2020
306,ATK,"$37,831.14",15 Tournaments,2020
307,Elephant,"$37,521.00",1 Tournament,2020
308,Hard Legion Esports,"$37,504.50",10 Tournaments,2020
309,FATE Esports,"$37,443.45",8 Tournaments,2020
310,Bilibili Gaming,"$37,173.20",5 Tournaments,2020
311,Team Adroit,"$35,720.10",9 Tournaments,2020
312,Infinity Esports,"$35,484.19",15 Tournaments,2020
313,H.T Family,"$35,000.00",1 Tournament,2020
314,Hangzhou Spark,"$35,000.00",1 Tournament,2020
315,The Ultimates,"$34,496.96",3 Tournaments,2020
316,Avidity Esports,"$34,400.00",4 Tournaments,2020
317,RED Canids,"$34,319.94",9 Tournaments,2020
318,k23,"$33,700.00",5 Tournaments,2020
319,Team Oplon,"$33,472.04",8 Tournaments,2020
320,Supremacy,"$33,348.24",13 Tournaments,2020
321,Chiefs Esports Club,"$33,341.17",16 Tournaments,2020
322,BlackBird Ignis,"$32,870.60",10 Tournaments,2020
323,ArkAngel,"$32,000.00",4 Tournaments,2020
324,Cascade,"$31,479.72",36 Tournaments,2020
325,Business associates,"$31,365.00",9 Tournaments,2020
326,GUTS Gaming,"$30,750.00",5 Tournaments,2020
327,Beyond Esports,"$30,662.16",10 Tournaments,2020
328,Keen Gaming,"$30,513.44",6 Tournaments,2020
329,PACT,"$30,442.96",7 Tournaments,2020
330,NoPing e-sports,"$29,500.00",5 Tournaments,2020
331,9z Team,"$29,317.51",23 Tournaments,2020
332,Wygers,"$29,067.36",14 Tournaments,2020
333,FENNEL,"$29,000.00",2 Tournaments,2020
334,ad hoc gaming,"$28,858.51",17 Tournaments,2020
335,Apeks,"$28,556.74",9 Tournaments,2020
336,Nexus Gaming,"$28,284.46",7 Tournaments,2020
337,Digital Athletics,"$28,200.00",7 Tournaments,2020
338,Syman Gaming,"$28,200.00",6 Tournaments,2020
339,Prince,"$27,943.40",4 Tournaments,2020
340,AGF Esport,"$27,522.38",7 Tournaments,2020
341,FireNIce Esports,"$27,500.00",3 Tournaments,2020
342,5men,"$27,411.00",5 Tournaments,2020
343,Konix eSport,"$27,250.00",1 Tournament,2020
344,Ting,"$27,175.00",18 Tournaments,2020
345,Sinai Village,"$27,140.00",17 Tournaments,2020
346,RoX,"$26,750.91",4 Tournaments,2020
347,KT Rolster,"$26,658.90",4 Tournaments,2020
348,İstanbul Wildcats,"$26,624.00",8 Tournaments,2020
349,AS Monaco Esports,"$26,397.36",1 Tournament,2020
350,Team Beast,"$26,128.12",3 Tournaments,2020
351,B8,"$26,000.00",6 Tournaments,2020
352,Bren Esports,"$26,000.00",7 Tournaments,2020
353,Chicken Fighters,"$26,000.00",4 Tournaments,2020
354,Omaken Sports,"$25,975.00",3 Tournaments,2020
355,Entropiq,"$25,972.29",19 Tournaments,2020
356,AVEZ,"$25,575.89",7 Tournaments,2020
357,EURONICS Gaming,"$25,444.09",12 Tournaments,2020
358,Team Mantra,"$25,000.00",1 Tournament,2020
359,ECSTATIC,"$24,519.89",7 Tournaments,2020
360,Gamelanders,"$24,467.45",7 Tournaments,2020
361,Mkers,"$24,418.93",23 Tournaments,2020
362,Team GRIMME,"$24,083.45",3 Tournaments,2020
363,Fighting PandaS,"$24,000.00",1 Tournament,2020
364,72 Pin Connector,"$23,875.00",8 Tournaments,2020
365,Execration,"$23,748.48",6 Tournaments,2020
366,B4 eSports,"$23,736.05",4 Tournaments,2020
367,Apex Racing Team,"$23,700.00",2 Tournaments,2020
368,eSuba,"$23,461.06",14 Tournaments,2020
369,Triple Trouble,"$23,450.00",11 Tournaments,2020
370,Hanwha Life Esports,"$23,382.60",3 Tournaments,2020
371,Furious Gaming,"$23,061.75",7 Tournaments,2020
372,Illuminate,"$22,896.45",7 Tournaments,2020
373,Team Vikings,"$22,800.00",7 Tournaments,2020
374,SuperMassive Blaze,"$22,500.00",1 Tournament,2020
375,VfL Wolfsburg,"$22,289.43",6 Tournaments,2020
376,Victim,"$22,027.50",5 Tournaments,2020
377,Torrent,"$22,000.00",8 Tournaments,2020
378,DeToNator,"$21,975.82",7 Tournaments,2020
379,Origen,"$21,800.00",1 Tournament,2020
380,Swole Patrol,"$21,700.00",8 Tournaments,2020
381,Mythic,"$21,500.00",8 Tournaments,2020
382,LowLandLions,"$21,313.40",7 Tournaments,2020
383,Regans Gaming,"$21,170.00",1 Tournament,2020
384,Armada Esports,"$20,592.48",50 Tournaments,2020
385,Sandrock Gaming,"$20,570.12",11 Tournaments,2020
386,BBL Esports,"$20,556.80",1 Tournament,2020
387,Ovation eSports,"$20,500.00",11 Tournaments,2020
388,J Team,"$20,215.00",7 Tournaments,2020
389,Liberty,"$20,050.25",12 Tournaments,2020
390,SMASH Esports,"$20,000.00",2 Tournaments,2020
391,TNL Esports,"$20,000.00",1 Tournament,2020
392,Toronto Defiant,"$20,000.00",1 Tournament,2020
393,Immortals,"$19,500.00",5 Tournaments,2020
394,Sengoku Gaming,"$19,438.74",7 Tournaments,2020
395,OMG,"$19,259.50",2 Tournaments,2020
396,CrowCrowd,"$19,232.61",4 Tournaments,2020
397,LOUD,"$19,134.33",2 Tournaments,2020
398,Equinox Gaming,"$18,628.22",30 Tournaments,2020
399,EXTREMUM,"$18,500.00",6 Tournaments,2020
400,Burning-Gamers.de,"$18,271.68",3 Tournaments,2020
401,Athletico,"$18,267.50",4 Tournaments,2020
402,Granit Gaming,"$17,481.29",9 Tournaments,2020
403,Helsinki REDS,"$17,451.34",5 Tournaments,2020
404,John Deere Gaming,"$17,446.20",4 Tournaments,2020
405,DETONA Gaming,"$17,281.25",6 Tournaments,2020
406,Omega Gaming,"$17,150.00",7 Tournaments,2020
407,Regal Reserve,"$17,000.00",3 Tournaments,2020
408,Vexed Gaming,"$16,902.45",8 Tournaments,2020
409,KaBuM! e-Sports,"$16,749.06",2 Tournaments,2020
410,Timbers Esports,"$16,650.00",5 Tournaments,2020
411,1907 Fenerbahçe Esports,"$16,610.00",8 Tournaments,2020
412,The Three Sins,"$16,600.00",9 Tournaments,2020
413,Sector One,"$16,516.85",6 Tournaments,2020
414,Keyd Stars,"$16,456.96",7 Tournaments,2020
415,Grizi Esport,"$16,350.00",11 Tournaments,2020
416,Sharks Esports,"$16,330.46",5 Tournaments,2020
417,Team Phantasma,"$16,251.88",8 Tournaments,2020
418,Fade 2 Karma,"$16,100.00",7 Tournaments,2020
419,IziDream,"$15,437.35",2 Tournaments,2020
420,Rascal Jester,"$15,330.64",4 Tournaments,2020
421,Ajax Amsterdam eSports,"$15,265.48",5 Tournaments,2020
422,Tricked eSports,"$15,193.55",5 Tournaments,2020
423,WOLFPACK,"$15,160.00",12 Tournaments,2020
424,Chengdu Hunters,"$15,000.00",1 Tournament,2020
425,PSV Esports,"$14,875.90",7 Tournaments,2020
426,Daytrade Gaming,"$14,396.85",4 Tournaments,2020
427,DreamEaters,"$14,100.00",2 Tournaments,2020
428,Grow uP Gaming,"$14,000.00",1 Tournament,2020
429,The Rumblers,"$14,000.00",2 Tournaments,2020
430,For The Win Esports,"$13,689.70",9 Tournaments,2020
431,7more7 Pompa Team,"$13,396.43",7 Tournaments,2020
432,KRONE eSports,"$13,389.84",5 Tournaments,2020
433,Kungarna,"$13,325.89",7 Tournaments,2020
434,RCD Espanyol,"$13,210.00",3 Tournaments,2020
435,Omni Nation,"$13,000.00",1 Tournament,2020
436,Team BLINK,"$12,928.84",6 Tournaments,2020
437,BMW Esports,"$12,900.00",1 Tournament,2020
438,Attack All Around,"$12,882.14",8 Tournaments,2020
439,Nfinite,"$12,831.00",6 Tournaments,2020
440,mYinsanity,"$12,829.73",12 Tournaments,2020
441,RBG Esports,"$12,750.00",10 Tournaments,2020
442,eRa Eternity,"$12,500.00",5 Tournaments,2020
443,Izako Boars,"$12,043.32",6 Tournaments,2020
444,Canberra Havoc,"$12,020.00",8 Tournaments,2020
445,Fox Gaming,"$12,000.00",2 Tournaments,2020
446,Exalty,"$11,908.74",28 Tournaments,2020
447,PSISTORM Gaming,"$11,900.00",12 Tournaments,2020
448,Global Esports,"$11,789.40",5 Tournaments,2020
449,The Evil eSports,"$11,732.16",1 Tournament,2020
450,Imperial Esports,"$11,707.87",6 Tournaments,2020
451,Cowana Gaming,"$11,589.65",4 Tournaments,2020
452,Genesis Gaming,"$11,558.00",3 Tournaments,2020
453,EgoBoys,"$11,500.00",6 Tournaments,2020
454,Riddle Esports,"$11,332.04",4 Tournaments,2020
455,MercenarieZ,"$11,250.00",2 Tournaments,2020
456,Union Gaming,"$11,250.00",2 Tournaments,2020
457,Rams,"$11,200.00",3 Tournaments,2020
458,Gamma Gaming,"$11,131.20",3 Tournaments,2020
459,Team Lindner,"$11,100.85",5 Tournaments,2020
460,Sharper Esport,"$11,065.92",3 Tournaments,2020
461,Werder Bremen eSports,"$11,038.54",4 Tournaments,2020
462,West Ham United,"$10,816.00",2 Tournaments,2020
463,Royal Youth,"$10,800.00",1 Tournament,2020
464,Version1,"$10,750.00",8 Tournaments,2020
465,Team BM,"$10,500.00",1 Tournament,2020
466,Lucid Dream,"$10,431.54",7 Tournaments,2020
467,Overt,"$10,350.00",4 Tournaments,2020
468,Dire Wolves,"$10,241.99",6 Tournaments,2020
469,Výfuk,"$10,241.81",4 Tournaments,2020
470,Disrupt Gaming,"$10,050.00",7 Tournaments,2020
471,Dallas Fuel,"$10,000.00",2 Tournaments,2020
472,Los Angeles Guerrillas,"$10,000.00",1 Tournament,2020
473,Seattle Surge,"$10,000.00",1 Tournament,2020
474,Valencia CF eSports,"$10,000.00",1 Tournament,2020
475,Sangal Esports,"$9,863.65",4 Tournaments,2020
476,One Breath Gaming,"$9,825.94",2 Tournaments,2020
477,Armory Gaming,"$9,781.18",11 Tournaments,2020
478,Mamba Mode Gaming,"$9,650.00",10 Tournaments,2020
479,Demise,"$9,514.28",6 Tournaments,2020
480,Team Unknown,"$9,500.00",5 Tournaments,2020
481,No Limit Gaming,"$9,428.42",8 Tournaments,2020
482,Enterprise Gaming,"$9,350.00",7 Tournaments,2020
483,Team Parallel,"$9,245.80",8 Tournaments,2020
484,DefuseKids,"$9,101.76",6 Tournaments,2020
485,Team HORSCH,"$9,039.83",4 Tournaments,2020
486,Ambush Esport,"$8,887.52",6 Tournaments,2020
487,ARCY,"$8,800.00",3 Tournaments,2020
488,Burning Core,"$8,800.00",1 Tournament,2020
489,Divine Vendetta,"$8,706.00",4 Tournaments,2020
490,Plot Twist,"$8,550.00",7 Tournaments,2020
491,Ancient Warriors,"$8,538.58",5 Tournaments,2020
492,Spider Pigzs,"$8,500.00",2 Tournaments,2020
493,Chivo SC,"$8,455.00",16 Tournaments,2020
494,Chromax,"$8,450.00",4 Tournaments,2020
495,Budapest Five,"$8,425.75",4 Tournaments,2020
496,Team Blacer,"$8,258.80",13 Tournaments,2020
497,MnM Gaming,"$8,247.13",5 Tournaments,2020
498,Elgiganten Gaming,"$8,212.06",5 Tournaments,2020
499,INDIAN CLASHERS,"$8,200.00",2 Tournaments,2020
500,Exeed Esports,"$8,150.00",4 Tournaments,2020
501,Notorious Legion Esport,"$8,120.37",3 Tournaments,2020
502,E-Xolos LAZER,"$8,000.00",1 Tournament,2020
503,Team Innova,"$8,000.00",1 Tournament,2020
504,Entity Gaming,"$7,860.50",2 Tournaments,2020
505,First Fabulous Fighter,"$7,800.00",2 Tournaments,2020
506,GameWard,"$7,711.11",6 Tournaments,2020
507,Czech National Team,"$7,653.00",1 Tournament,2020
508,We Dem Girlz,"$7,516.50",4 Tournaments,2020
509,Vietnamese National Team,"$7,464.00",2 Tournaments,2020
510,Samsung,"$7,375.00",1 Tournament,2020
511,Goliath Gaming,"$7,302.59",8 Tournaments,2020
512,QM Gaming,"$7,296.60",2 Tournaments,2020
513,Team Serenity,"$7,223.00",1 Tournament,2020
514,LiViD Gaming,"$7,200.00",2 Tournaments,2020
515,Lowkey Esports,"$7,169.50",1 Tournament,2020
516,LeStream Esport,"$7,048.40",15 Tournaments,2020
517,Paradox Esports,"$7,019.62",6 Tournaments,2020
518,Bad News Bears,"$7,000.00",3 Tournaments,2020
519,Team Diamond,"$7,000.00",1 Tournament,2020
520,YaLLa Esports,"$7,000.00",2 Tournaments,2020
521,Bacon Time,"$6,963.60",1 Tournament,2020
522,Even Matchup Gaming,"$6,865.17",11 Tournaments,2020
523,Meta Gaming,"$6,834.40",4 Tournaments,2020
524,Lebanon National Team,"$6,807.25",1 Tournament,2020
525,CeX,"$6,556.33",2 Tournaments,2020
526,Raised by Kings,"$6,517.60",8 Tournaments,2020
527,Brøndby IF eSport,"$6,508.06",2 Tournaments,2020
528,ACE1,"$6,500.00",4 Tournaments,2020
529,Boston Uprising,"$6,500.00",1 Tournament,2020
530,JAESA Team Suzuki,"$6,450.00",1 Tournament,2020
531,Racing Point F1 Esports,"$6,450.00",1 Tournament,2020
532,Team Fordzilla,"$6,450.00",1 Tournament,2020
533,YAS HEAT,"$6,450.00",1 Tournament,2020
534,Brutal Democracy,"$6,372.79",21 Tournaments,2020
535,Big Frames,"$6,350.00",12 Tournaments,2020
536,Nora-Rengo,"$6,350.00",3 Tournaments,2020
537,GameHome Esports,"$6,236.00",4 Tournaments,2020
538,DuSt Gaming,"$6,225.00",3 Tournaments,2020
539,Galatasaray Esports,"$6,178.00",2 Tournaments,2020
540,KV Mechelen,"$6,176.90",4 Tournaments,2020
541,DIVIZON,"$6,153.06",1 Tournament,2020
542,B7 Warriors,"$6,113.85",7 Tournaments,2020
543,Resistance,"$6,000.00",2 Tournaments,2020
544,Manchester City eSports,"$5,988.15",5 Tournaments,2020
545,Echo Fox,"$5,941.50",2 Tournaments,2020
546,ENTERPRISE esports,"$5,888.42",5 Tournaments,2020
547,Lemondogs,"$5,867.73",2 Tournaments,2020
548,Epsilon eSports,"$5,854.90",7 Tournaments,2020
549,Inside Games,"$5,827.17",5 Tournaments,2020
550,RÄHINÄ eGameStars,"$5,774.13",2 Tournaments,2020
551,Mexican National Team,"$5,657.00",2 Tournaments,2020
552,GiFu eSports,"$5,645.17",3 Tournaments,2020
553,Rix.GG,"$5,588.79",7 Tournaments,2020
554,eXploit Esports,"$5,571.10",3 Tournaments,2020
555,DNMK Esports,"$5,488.49",7 Tournaments,2020
556,Cosa Nostra Games,"$5,425.00",5 Tournaments,2020
557,Team Sampi,"$5,302.57",8 Tournaments,2020
558,S2V Esports,"$5,262.54",8 Tournaments,2020
559,Planetkey Dynamics,"$5,258.88",5 Tournaments,2020
560,Beşiktaş e-Sports Club,"$5,243.84",2 Tournaments,2020
561,Bravos Gaming,"$5,231.25",5 Tournaments,2020
562,Team NV,"$5,200.00",8 Tournaments,2020
563,Unsold Stuff Gaming,"$5,200.00",2 Tournaments,2020
564,Mod-Z Esports,"$5,139.20",1 Tournament,2020
565,Burrito Esports,"$5,055.50",9 Tournaments,2020
566,A Bang,"$5,000.00",1 Tournament,2020
567,DARK TANGENT,"$5,000.00",1 Tournament,2020
568,Houston Outlaws,"$5,000.00",1 Tournament,2020
569,OZ Gaming,"$5,000.00",1 Tournament,2020
570,PONOS Sports,"$5,000.00",1 Tournament,2020
571,Team Orbit,"$5,000.00",1 Tournament,2020
572,Warriors International,"$5,000.00",1 Tournament,2020
573,Suomi,"$4,925.00",2 Tournaments,2020
574,Fierce Esports,"$4,891.57",5 Tournaments,2020
575,⁠Team THRLL,"$4,822.50",6 Tournaments,2020
576,Team Finest,"$4,711.53",3 Tournaments,2020
577,All Rejection Gaming,"$4,644.49",2 Tournaments,2020
578,Kazakh National Team,"$4,592.00",1 Tournament,2020
579,Serbian National Team,"$4,591.00",1 Tournament,2020
580,Energy Esports,"$4,479.94",7 Tournaments,2020
581,Die Landeier,"$4,429.53",3 Tournaments,2020
582,VENC Gaming,"$4,390.23",7 Tournaments,2020
583,OPAA Gaming,"$4,287.00",2 Tournaments,2020
584,Dynasty,"$4,101.58",5 Tournaments,2020
585,DKS Esports,"$4,000.00",1 Tournament,2020
586,Fast Racers Forza,"$4,000.00",1 Tournament,2020
587,Orange Esports,"$4,000.00",1 Tournament,2020
588,Resurgence,"$4,000.00",2 Tournaments,2020
589,Se7en eSports,"$4,000.00",2 Tournaments,2020
590,YMCA Esports,"$4,000.00",1 Tournament,2020
591,ENTER FORCE.36,"$3,952.50",1 Tournament,2020
592,DC Team,"$3,950.00",5 Tournaments,2020
593,Riot Squad Esports,"$3,900.00",6 Tournaments,2020
594,KPI Gaming,"$3,856.70",2 Tournaments,2020
595,Morning Light,"$3,850.00",5 Tournaments,2020
596,Peruvian National Team,"$3,826.00",1 Tournament,2020
597,Nepalese National Team,"$3,825.00",1 Tournament,2020
598,Aethra Esports,"$3,777.68",3 Tournaments,2020
599,Activit-E,"$3,750.00",1 Tournament,2020
600,Goethe,"$3,750.00",1 Tournament,2020
601,Hagure MetaL,"$3,750.00",1 Tournament,2020
602,Hama,"$3,750.00",1 Tournament,2020
603,Kapinalliset,"$3,750.00",1 Tournament,2020
604,RTK,"$3,750.00",1 Tournament,2020
605,TownHall.Legend,"$3,750.00",1 Tournament,2020
606,IlluZion Gaming,"$3,649.17",20 Tournaments,2020
607,DfuseTeam,"$3,634.17",3 Tournaments,2020
608,SG esports,"$3,600.00",1 Tournament,2020
609,Edelweiss Esports,"$3,594.18",4 Tournaments,2020
610,M10 Esports,"$3,500.00",5 Tournaments,2020
611,Belarusian National Team,"$3,443.00",1 Tournament,2020
612,RSC Anderlecht Esports,"$3,433.53",3 Tournaments,2020
613,Cream Esports,"$3,368.61",6 Tournaments,2020
614,OFFSET Esports,"$3,364.22",6 Tournaments,2020
615,Vega Squadron,"$3,358.88",1 Tournament,2020
616,Salamander Gaming,"$3,250.00",2 Tournaments,2020
617,Turkish National Team,"$3,061.00",1 Tournament,2020
618,mCon esports Rotterdam,"$3,024.13",12 Tournaments,2020
619,Big Time Regal Gaming,"$3,000.00",1 Tournament,2020
620,MACKO Esports,"$2,910.40",1 Tournament,2020
621,Northeption,"$2,845.50",1 Tournament,2020
622,VC Gaming,"$2,833.20",1 Tournament,2020
623,Landwirtschaft3.0,"$2,828.31",2 Tournaments,2020
624,Team Komatsu Forest,"$2,828.31",2 Tournaments,2020
625,Team of elite guys,"$2,807.92",2 Tournaments,2020
626,ROOT Gaming,"$2,750.00",2 Tournaments,2020
627,Hippomaniacs,"$2,712.20",5 Tournaments,2020
628,Red Coin,"$2,700.00",1 Tournament,2020
629,GC Busan,"$2,573.70",1 Tournament,2020
630,Kanga Esports,"$2,500.00",3 Tournaments,2020
631,The Imperial,"$2,500.00",2 Tournaments,2020
632,nerdRage,"$2,459.02",3 Tournaments,2020
633,Oryx Esports,"$2,425.00",9 Tournaments,2020
634,BS COMPETITION,"$2,400.00",1 Tournament,2020
635,The Last Resort,"$2,350.00",3 Tournaments,2020
636,Rebirth Esports,"$2,345.00",3 Tournaments,2020
637,MASONIC,"$2,340.00",1 Tournament,2020
638,Team Toxic,"$2,340.00",1 Tournament,2020
639,Hokori,"$2,250.00",2 Tournaments,2020
640,Spectrum ESC,"$2,250.00",2 Tournaments,2020
641,Echo Zulu,"$2,197.70",3 Tournaments,2020
642,Most Valuable Gaming,"$2,191.48",12 Tournaments,2020
643,HONORIS,"$2,172.12",1 Tournament,2020
644,Endemic Esports,"$2,166.79",18 Tournaments,2020
645,Game Fist,"$2,149.77",8 Tournaments,2020
646,froyotech,"$2,100.00",1 Tournament,2020
647,Mazer Gaming,"$2,100.00",2 Tournaments,2020
648,Atlantide Wave,"$2,079.06",4 Tournaments,2020
649,INGAMING Esports,"$2,034.27",1 Tournament,2020
650,Vorax,"$2,034.27",1 Tournament,2020
651,Anubis Gaming,"$2,000.00",1 Tournament,2020
652,K7 Esports,"$2,000.00",1 Tournament,2020
653,Lux Gaming,"$2,000.00",1 Tournament,2020
654,Sporting CP eSports,"$2,000.00",1 Tournament,2020
655,Team Majesty,"$2,000.00",1 Tournament,2020
656,vsBANDITS,"$2,000.00",1 Tournament,2020
657,Triple A Esports,"$1,918.00",2 Tournaments,2020
658,Burmese National Team,"$1,913.00",1 Tournament,2020
659,Polar Ace,"$1,880.00",3 Tournaments,2020
660,Radix eSports,"$1,842.05",1 Tournament,2020
661,Nevermore International,"$1,837.65",3 Tournaments,2020
662,Team CLAAS,"$1,835.62",1 Tournament,2020
663,Sinister5,"$1,806.98",4 Tournaments,2020
664,1NE eSports,"$1,803.50",7 Tournaments,2020
665,eXiLe eSports,"$1,772.02",2 Tournaments,2020
666,orKs Grand Poitiers,"$1,768.22",4 Tournaments,2020
667,OSC Elite,"$1,735.00",4 Tournaments,2020
668,Ukranian National Team,"$1,721.00",1 Tournament,2020
669,Uzbekistani National Team,"$1,721.00",1 Tournament,2020
670,Sunflower Gaming,"$1,700.00",2 Tournaments,2020
671,Gaming Privé,"$1,676.36",13 Tournaments,2020
672,VGBootCamp,"$1,537.81",2 Tournaments,2020
673,Team 7AM,"$1,503.84",3 Tournaments,2020
674,ASMR eSports,"$1,500.00",1 Tournament,2020
675,c0ntact Gaming,"$1,500.00",1 Tournament,2020
676,mortal Teamwork,"$1,500.00",2 Tournaments,2020
677,Team SiNister,"$1,500.00",1 Tournament,2020
678,Thai National Team,"$1,500.00",1 Tournament,2020
679,Chakalaka,"$1,463.76",2 Tournaments,2020
680,BEDNAR Team,"$1,435.63",1 Tournament,2020
